match_id,match_date,competition,stage,home_team,away_team,team,player_id,player_name,position,side,shirt_number,formation_place,accuratePass,gameStarted,goalKicks,goalsConceded,lostCorners,minsPlayed,totalClearance,totalPass,formationPlace,fouls,shotOffTarget,totalScoringAtt,totalTackle,totalThrows,wonTackle,wasFouled,totalSubOff,yellowCard,cornerTaken,goals,ontargetScoringAtt,totalOffside,wonCorners,blockedScoringAtt,goalAssist,totalSubOn,saves,cleanSheet,redCard
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Cibao,5szjsmmswsia7nu2x52seq7f8,A. Mejía,Substitute,,40,,4,,,,,20,1,5,0,,,,,,,,,,,,,,,,,1,,,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Cibao,bt3s6d9v002as536f0zm9t59l,W. Modesta,Substitute,,19,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Cibao,6pdesnwet0h7eh31xwgiz7x1,J. Murillo,Substitute,,3,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Cibao,1vihptogzina0j27d5qr2wsgk,D. Osuna,Substitute,,26,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Cibao,8b9rfsyf80uo2mepxgz2061p0,Y. Peralta,Substitute,,7,,5,,,,,20,,6,0,,1,1,1,,,1,,,,,,,,,,1,,,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Cibao,dbqtzb8bzhttrc0o3vb0cgk5w,C. Ventura,Substitute,,28,,4,,,,,28,,6,0,2,1,1,1,,1,1,,,,,,,,,,1,,,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Cibao,7hab02mnb1p6n66k8fn2nw2z8,O. de la Cruz,Substitute,,20,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Defence Force,26d37faltf4zz4ue71lspabmy,J. St Hillaire,Goalkeeper,Centre,80,1,14,1,13,,,90,,25,1,,,,,,,,,,,,,,,,,,,1,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Defence Force,25qh119aybpz97j7wvh9xy7s9,J. Felix,Defender,Left,7,3,40,1,,,1,90,2,51,3,,,,1,9,,,,,,,,,1,,,,,1,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Defence Force,akl7hh6enqya75c3umeoo6xas,J. Araujo-Wilson,Defender,Left/Centre,4,6,57,1,,,1,90,7,63,6,1,,1,1,,,,,,,,1,,,,,,,1,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Defence Force,3z982g6djrv6piwca4gm91ln9,S. Bateau,Defender,Centre/Right,8,5,55,1,,,1,90,5,60,5,,,,,,,1,,,,,,,,,,,,1,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Defence Force,1fryif8pzn1rd9c4rua4vdcrt,I. García,Defender,Right,2,2,37,1,,,1,90,2,48,2,1,,,,11,,,,1,,,,,,,,,,1,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Defence Force,24a2k1eq8actrhhv7avvdemz9,K. Goddard,Defensive Midfielder,Left/Centre,6,4,41,1,,,,62,1,46,4,,,,1,,1,2,1,,,,,,,,1,,,,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Defence Force,2un2xqr20t1nhci2jfk66s73d,C. Keller,Defensive Midfielder,Centre/Right,37,8,34,1,,,,90,1,43,8,2,1,2,3,,2,1,,,,1,1,,,,,,,1,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Defence Force,e84jqgpykkefdrxq7r1rrm13o,K. Thomas,Attacking Midfielder,Left,11,11,3,1,,,,85,,6,11,1,,1,1,,1,2,1,,,,1,,1,,,,,,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Defence Force,7kcezh1c08cnm02b13y5y20gl,K. Molino,Attacking Midfielder,Centre,10,10,55,1,,,,90,,63,10,,,1,,3,,1,,,2,1,1,,,,,,,1,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Defence Force,5jlxcjvtt4ezrb4x4mtpv11t6,T. Bailey,Attacking Midfielder,Right,45,7,8,1,,,,67,,12,7,,,,3,1,1,5,1,,,,,,,,,,,,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Defence Force,33ym8s4p1pr2yednzer7z482x,S. Bertrand,Striker,Centre,15,9,1,1,,,,85,,6,9,,,2,,,,1,1,,,,2,2,,,,,,,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Defence Force,f11g45ggbyb6byatntlbtnrx0,C. Bailey,Substitute,,28,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Defence Force,c5qi5cy84czzlexmdcysi61ux,C. Biggette,Substitute,,22,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Defence Force,c80fw1nrnzsqc8aqkm13pvey2,J. Cooper,Substitute,,32,,9,,,,,23,3,11,0,1,,,1,,1,,,,,,,,,,,1,,,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Defence Force,7es2qglg6om38fvi8hhvltroq,R. Coryat,Substitute,,13,,15,,,,,28,1,18,0,1,,,,,,,,,,,,,,,,1,,,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Defence Force,5asx9pvxtu0o4byij9kv83cic,R. Francois,Substitute,,25,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Defence Force,7j2nikkbbz5b506j07wfmnget,C. Gonzales,Substitute,,17,,4,,,,,5,,6,0,,,,,,,1,,,,,,,,,,1,,,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Defence Force,945ckzgkmh6iokp6d7rpwy5lh,D. Quintero,Substitute,,29,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Defence Force,35r9p11v6zgsly9kytci0xroq,J. Sadoo,Substitute,,21,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Defence Force,5nqdfyqynck5i7pgdgc5rqgpg,E. Seechan,Substitute,,18,,1,,,,,5,,2,0,,,,,,,1,,,,,,,,,,1,,,
eaox9qbaxvfzqvq3ol6bclul0,2025-10-01,Concacaf Caribbean Cup,Group Stage,Cibao,Defence Force,Defence Force,8ai99ucxjtl4gu5mejpjo4hlg,C. Trestrail,Substitute,,23,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
